test_indices,y_test,y_pred,risk_scores
30,1.0,1.0,0.9999999927031764
3160,1.0,1.0,0.999999992639452
4120,1.0,1.0,0.9999999924873103
5080,1.0,1.0,0.999999992424201
490,1.0,1.0,0.9999999924033437
1811,1.0,1.0,0.9999999923687021
5499,1.0,1.0,0.9999999911287812
431,1.0,1.0,0.9999999907570557
968,1.0,1.0,0.9999999905302387
4539,1.0,1.0,0.9999999903436195
2181,1.0,1.0,0.9999999900892195
3141,1.0,1.0,0.9999999900610793
4101,1.0,1.0,0.9999999900394335
5061,1.0,1.0,0.999999990018288
407,1.0,1.0,0.9999999899063984
3579,1.0,1.0,0.9999999894596326
2619,1.0,1.0,0.9999999884687362
795,1.0,1.0,0.9999999882524501
1989,1.0,1.0,0.9999999880236156
1126,1.0,1.0,0.9999999872345738
698,1.0,1.0,0.9999999871730013
1547,1.0,1.0,0.9999999865117177
1097,1.0,1.0,0.9999999857740187
5079,1.0,1.0,0.9999999855006925
2648,1.0,1.0,0.9999999853449146
5264,1.0,1.0,0.9999999851607468
4119,1.0,1.0,0.9999999850370751
671,1.0,1.0,0.9999999849856189
2632,1.0,1.0,0.9999999847605991
3159,1.0,1.0,0.9999999846140044
3608,1.0,1.0,0.9999999843396865
2199,1.0,1.0,0.9999999841851854
928,1.0,1.0,0.9999999840541118
126,1.0,1.0,0.9999999839361711
1027,1.0,1.0,0.9999999838002371
4304,1.0,1.0,0.999999983579666
4568,1.0,1.0,0.9999999832867533
3344,1.0,1.0,0.99999998274921
5199,1.0,1.0,0.9999999826680007
3592,1.0,1.0,0.9999999825951819
4239,1.0,1.0,0.9999999824871563
869,1.0,1.0,0.999999982385224
3279,1.0,1.0,0.9999999822994855
5528,1.0,1.0,0.9999999821901003
2319,1.0,1.0,0.9999999821021454
2384,1.0,1.0,0.9999999818577737
4552,1.0,1.0,0.999999980146838
5558,1.0,1.0,0.9999999793832901
4598,1.0,1.0,0.9999999784652087
1026,1.0,1.0,0.9999999776766555
3638,1.0,1.0,0.9999999774893767
5512,1.0,1.0,0.9999999773700957
1062,1.0,1.0,0.9999999772805664
675,1.0,1.0,0.999999977260085
2678,1.0,1.0,0.9999999764545063
1104,1.0,1.0,0.9999999760590287
5595,1.0,1.0,0.9999999753255256
4635,1.0,1.0,0.999999974845919
2782,1.0,1.0,0.9999999747487642
1858,1.0,1.0,0.9999999743706438
3675,1.0,1.0,0.9999999743425558
3742,1.0,1.0,0.9999999742107506
2715,1.0,1.0,0.9999999738136194
4702,1.0,1.0,0.9999999736391423
2416,1.0,1.0,0.9999999735167899
1690,1.0,1.0,0.9999999730762453
5662,1.0,1.0,0.9999999730418562
1524,1.0,1.0,0.9999999728776586
343,1.0,1.0,0.9999999723114633
3376,1.0,1.0,0.999999971949309
5463,1.0,1.0,0.9999999714436804
1914,0.0,1.0,0.9999999713960644
1882,1.0,1.0,0.9999999704865925
4336,1.0,1.0,0.9999999702068685
4503,1.0,1.0,0.9999999696708124
5134,1.0,1.0,0.9999999694321742
4174,1.0,1.0,0.9999999689389246
3214,1.0,1.0,0.9999999684220199
5296,1.0,1.0,0.9999999683127304
2254,1.0,1.0,0.9999999678986292
3543,1.0,1.0,0.9999999677231585
2583,1.0,1.0,0.9999999655967223
1716,1.0,1.0,0.9999999619784149
2984,1.0,1.0,0.9999999606696044
3944,1.0,1.0,0.9999999589669865
2149,1.0,1.0,0.9999999589663283
683,1.0,1.0,0.9999999582667194
3109,1.0,1.0,0.9999999581171091
966,1.0,1.0,0.9999999574645171
4904,1.0,1.0,0.9999999573102885
4069,1.0,1.0,0.9999999572869971
5555,1.0,1.0,0.9999999569689392
4595,1.0,1.0,0.9999999564480638
5029,1.0,1.0,0.999999956445463
3635,1.0,1.0,0.9999999558907287
5864,1.0,1.0,0.9999999557111654
2675,1.0,1.0,0.9999999552920156
1804,1.0,1.0,0.9999999522467601
2999,1.0,1.0,0.999999950028353
3959,1.0,1.0,0.9999999491104529
4919,1.0,1.0,0.9999999482174278
5879,1.0,1.0,0.9999999473470561
198,1.0,1.0,0.9999999453001421
2105,1.0,1.0,0.9999999408008564
1957,1.0,1.0,0.9999999396993314
3065,1.0,1.0,0.9999999383857079
1220,1.0,1.0,0.999999935983772
4025,1.0,1.0,0.9999999358932529
1560,1.0,1.0,0.999999935013792
4985,1.0,1.0,0.9999999333122895
1923,1.0,1.0,0.9999999332761009
1983,1.0,1.0,0.999999932101294
5260,1.0,1.0,0.9999999315651478
1022,1.0,1.0,0.9999999313060383
4300,1.0,1.0,0.999999930808036
2525,0.0,1.0,0.9999999300056333
3340,1.0,1.0,0.9999999287503847
5194,1.0,1.0,0.999999928465352
2380,1.0,1.0,0.9999999269376512
202,1.0,1.0,0.999999926921658
3485,0.0,1.0,0.9999999254220415
4234,1.0,1.0,0.9999999232126341
1931,1.0,1.0,0.9999999225529423
4445,0.0,1.0,0.9999999207460061
882,1.0,1.0,0.999999917746574
3274,1.0,1.0,0.9999999175480364
5405,0.0,1.0,0.9999999158628861
1730,1.0,1.0,0.9999999157328383
5049,1.0,1.0,0.9999999145405345
4089,1.0,1.0,0.9999999125290268
2314,1.0,1.0,0.9999999114198547
3129,1.0,1.0,0.9999999104321178
2169,1.0,1.0,0.9999999083708917
2478,1.0,1.0,0.9999999036268141
819,1.0,1.0,0.9999999033138436
1334,1.0,1.0,0.9999999023641724
3438,1.0,1.0,0.9999999017411446
2045,1.0,1.0,0.9999999005405947
433,1.0,1.0,0.9999999001740958
2813,1.0,1.0,0.9999998998962345
4398,1.0,1.0,0.999999899799136
1486,1.0,1.0,0.9999998986913832
86,1.0,1.0,0.9999998985340489
5358,1.0,1.0,0.9999998978116034
3773,1.0,1.0,0.9999998972427827
5619,1.0,1.0,0.9999998945882633
4733,1.0,1.0,0.9999998943411003
4659,1.0,1.0,0.9999998914470596
5693,1.0,1.0,0.9999998911529059
3699,1.0,1.0,0.9999998882184268
2739,1.0,1.0,0.9999998849079746
2428,1.0,1.0,0.9999998815127948
5268,1.0,1.0,0.9999998805958452
4308,1.0,1.0,0.9999998793621793
3348,1.0,1.0,0.9999998788528632
860,1.0,1.0,0.9999998786099752
2388,1.0,1.0,0.9999998782595895
3388,1.0,1.0,0.999999877013694
463,1.0,1.0,0.9999998769193059
4348,1.0,1.0,0.9999998721727396
689,1.0,1.0,0.9999998703029132
5308,1.0,1.0,0.9999998670591738
5019,1.0,1.0,0.9999998651226267
1648,1.0,1.0,0.9999998634403808
4059,1.0,1.0,0.9999998630930927
3099,1.0,1.0,0.9999998609764169
2139,1.0,1.0,0.999999858880816
1870,0.0,1.0,0.9999998566404317
2713,1.0,1.0,0.9999998559230777
3673,1.0,1.0,0.9999998490465575
1705,0.0,1.0,0.9999998427648148
5209,1.0,1.0,0.9999998420322672
4633,1.0,1.0,0.9999998418186994
4249,1.0,1.0,0.9999998417907435
3289,1.0,1.0,0.9999998415270732
2329,1.0,1.0,0.9999998412319414
944,1.0,1.0,0.9999998375241577
5593,1.0,1.0,0.9999998342338099
2084,1.0,1.0,0.9999998327729864
467,1.0,1.0,0.9999998319916605
3044,1.0,1.0,0.9999998312241144
1019,1.0,1.0,0.9999998310433377
4004,1.0,1.0,0.9999998298249363
4964,1.0,1.0,0.9999998286440108
1132,1.0,1.0,0.9999998249634581
5705,1.0,1.0,0.9999998155082322
730,1.0,1.0,0.9999998129171618
2703,1.0,1.0,0.999999812844116
3663,1.0,1.0,0.9999998061550299
350,1.0,1.0,0.9999998056426886
1828,1.0,1.0,0.999999801423462
4623,1.0,1.0,0.9999997993304647
4745,1.0,1.0,0.9999997992812751
5583,1.0,1.0,0.9999997923978725
631,1.0,1.0,0.9999997913570449
3785,1.0,1.0,0.9999997811514257
1641,1.0,1.0,0.9999997725967342
2825,1.0,1.0,0.9999997611277027
2322,1.0,1.0,0.9999997580524583
3282,1.0,1.0,0.9999997559053023
4242,1.0,1.0,0.9999997537307148
5202,1.0,1.0,0.9999997515639321
362,0.0,1.0,0.9999997474139163
2341,1.0,1.0,0.9999997261335554
3301,1.0,1.0,0.9999997206594679
4261,1.0,1.0,0.9999997154508434
5221,1.0,1.0,0.999999710218652
1048,1.0,1.0,0.9999997034789063
1594,1.0,1.0,0.9999996981192075
999,1.0,1.0,0.9999996884175548
1112,1.0,1.0,0.9999996706412434
2979,1.0,1.0,0.999999656026304
5859,1.0,1.0,0.999999655830975
3939,1.0,1.0,0.9999996557481118
4899,1.0,1.0,0.9999996556784378
1153,1.0,1.0,0.9999996381868536
5846,1.0,1.0,0.9999996262358135
4886,1.0,1.0,0.999999616056302
3926,1.0,1.0,0.9999996051738271
2966,1.0,1.0,0.9999995935385342
4988,1.0,1.0,0.9999995748399517
415,1.0,1.0,0.9999995703060659
2791,1.0,1.0,0.999999567713176
3751,1.0,1.0,0.9999995655515008
4711,1.0,1.0,0.9999995633080203
4028,1.0,1.0,0.9999995623183878
5671,1.0,1.0,0.9999995610624127
1399,1.0,1.0,0.9999995514627649
3068,1.0,1.0,0.99999954918212
5872,1.0,1.0,0.999999548354943
406,1.0,1.0,0.9999995453212545
4912,1.0,1.0,0.9999995444363953
3952,1.0,1.0,0.9999995403374845
2992,1.0,1.0,0.9999995360921825
2108,1.0,1.0,0.9999995353248278
58,1.0,1.0,0.9999995294580097
1581,1.0,1.0,0.9999994984879351
1269,1.0,1.0,0.999999494929469
5571,1.0,1.0,0.9999994802982916
4611,1.0,1.0,0.9999994604892342
3651,1.0,1.0,0.9999994398144257
5114,1.0,1.0,0.9999994247806514
2691,1.0,1.0,0.9999994182806362
4154,1.0,1.0,0.9999994131341912
2293,1.0,1.0,0.9999994011329674
3194,1.0,1.0,0.9999994007543491
2234,1.0,1.0,0.9999993877113657
1533,1.0,1.0,0.9999993756151997
3253,1.0,1.0,0.9999993748461005
1714,1.0,1.0,0.999999362224353
1095,1.0,1.0,0.9999993526189678
4213,1.0,1.0,0.9999993475094987
1038,1.0,1.0,0.9999993346803676
5173,1.0,1.0,0.9999993190064865
2579,1.0,1.0,0.9999991209810917
3539,1.0,1.0,0.9999991011263434
4499,1.0,1.0,0.9999990819065583
5459,1.0,1.0,0.999999062903985
253,1.0,1.0,0.9999990605960672
5454,1.0,1.0,0.9999990078047133
1477,1.0,1.0,0.9999989939527212
1929,1.0,1.0,0.9999989701431825
370,1.0,1.0,0.9999989560736484
329,1.0,1.0,0.9999989334413872
3736,1.0,1.0,0.9999989301323577
2776,1.0,1.0,0.9999989300142671
4696,1.0,1.0,0.9999989295631232
5656,1.0,1.0,0.9999989283858374
4494,1.0,1.0,0.9999989079886903
876,1.0,1.0,0.9999988762495591
1404,1.0,1.0,0.9999988737792714
612,1.0,1.0,0.9999988157673607
1666,1.0,1.0,0.9999988020168861
3534,1.0,1.0,0.9999987922796865
1161,1.0,1.0,0.9999987845053752
719,1.0,1.0,0.9999987283253988
26,1.0,1.0,0.9999986760683879
2574,1.0,1.0,0.9999986579531995
5622,0.0,1.0,0.9999986353221336
5556,1.0,1.0,0.999998625520137
1147,1.0,1.0,0.9999986246921316
5513,1.0,1.0,0.9999986221580428
4596,1.0,1.0,0.9999986126961534
3636,1.0,1.0,0.9999985993763023
4662,0.0,1.0,0.999998587375234
2676,1.0,1.0,0.9999985852524169
317,1.0,1.0,0.9999985647115724
3702,0.0,1.0,0.9999985364058628
2742,0.0,1.0,0.9999984823908942
2528,1.0,1.0,0.9999983605539916
2030,1.0,1.0,0.9999983068830556
3488,1.0,1.0,0.9999982343319286
1290,1.0,1.0,0.9999982270522508
5176,1.0,1.0,0.9999982093708892
4553,1.0,1.0,0.9999982020526069
4216,1.0,1.0,0.9999981178875273
4448,1.0,1.0,0.9999980978963412
3256,1.0,1.0,0.9999980209562827
5408,1.0,1.0,0.9999979529900962
2296,1.0,1.0,0.9999979181589786
1703,1.0,1.0,0.9999978710156794
15,1.0,1.0,0.999997822529575
1589,1.0,1.0,0.9999977901640371
2140,1.0,1.0,0.9999976476709601
2929,1.0,1.0,0.9999976429568106
502,1.0,1.0,0.9999976426948323
3593,1.0,1.0,0.999997642269703
554,1.0,1.0,0.999997637353845
3889,1.0,1.0,0.999997570994663
3100,1.0,1.0,0.9999975466519058
1262,1.0,1.0,0.9999975396903618
4849,1.0,1.0,0.999997501571293
2049,1.0,1.0,0.9999974631391692
4060,1.0,1.0,0.9999974432757238
5809,1.0,1.0,0.9999974356255463
3009,1.0,1.0,0.9999974244949762
3969,1.0,1.0,0.9999973862173246
933,1.0,1.0,0.9999973649789666
4929,1.0,1.0,0.9999973483279446
5020,1.0,1.0,0.9999973351953655
1757,1.0,1.0,0.9999970934372173
1254,1.0,1.0,0.9999970834942993
1762,1.0,1.0,0.9999970246233321
1807,0.0,1.0,0.9999969654054143
1219,1.0,1.0,0.9999969431363894
2121,1.0,1.0,0.9999969263189676
2633,1.0,1.0,0.9999968923949775
2287,1.0,1.0,0.9999968645339551
5751,1.0,1.0,0.9999968605134836
3081,1.0,1.0,0.9999968578617581
555,1.0,1.0,0.9999968485518236
4791,1.0,1.0,0.9999968260709055
3831,1.0,1.0,0.9999967912778194
4041,1.0,1.0,0.9999967881502079
604,1.0,1.0,0.999996765749995
2871,1.0,1.0,0.9999967566424115
5001,1.0,1.0,0.9999967220440579
1139,1.0,1.0,0.9999965385178534
3247,1.0,1.0,0.9999965157007588
1900,0.0,1.0,0.9999963774083015
4207,1.0,1.0,0.9999961228057275
372,1.0,1.0,0.9999959296486645
471,1.0,1.0,0.9999958749004098
1133,1.0,1.0,0.9999958337685183
2487,1.0,1.0,0.9999957263314501
3447,1.0,1.0,0.999995725311207
4407,1.0,1.0,0.9999957201040381
5367,1.0,1.0,0.9999957093740435
5167,1.0,1.0,0.9999956691143052
1955,1.0,1.0,0.9999955278001187
1864,1.0,1.0,0.999995485476538
5871,1.0,1.0,0.9999954223183385
4911,1.0,1.0,0.9999953941140619
3951,1.0,1.0,0.9999953664649028
440,1.0,1.0,0.9999953489111164
2991,1.0,1.0,0.9999953397550148
1187,1.0,1.0,0.9999953006313113
5687,1.0,1.0,0.9999951232317139
2144,1.0,1.0,0.999995086369231
2291,0.0,1.0,0.9999950256072273
3104,1.0,1.0,0.9999950049806777
3251,0.0,1.0,0.9999950038715325
4211,0.0,1.0,0.9999949816574147
5171,0.0,1.0,0.9999949597329397
4064,1.0,1.0,0.9999949268678316
5024,1.0,1.0,0.9999948480408285
814,1.0,1.0,0.9999947809681842
982,1.0,1.0,0.9999945782678905
1380,1.0,1.0,0.9999945011921333
5048,1.0,1.0,0.9999943836710309
4088,1.0,1.0,0.9999939735109787
4727,1.0,1.0,0.9999939686308347
1198,1.0,1.0,0.9999938622195483
1988,1.0,1.0,0.9999937468261443
240,1.0,1.0,0.9999936174290446
3128,1.0,1.0,0.999993531245995
1590,1.0,1.0,0.9999935204758518
1557,1.0,1.0,0.9999931733130093
2263,0.0,1.0,0.9999931693210531
481,0.0,1.0,0.9999930813495742
457,1.0,1.0,0.9999930780759684
2168,1.0,1.0,0.9999930673171136
1570,1.0,1.0,0.9999930270830709
3223,0.0,1.0,0.9999928224736789
807,1.0,1.0,0.9999927966191063
2430,1.0,1.0,0.99999276464475
3390,1.0,1.0,0.9999926633973976
2452,1.0,1.0,0.9999925863118648
4350,1.0,1.0,0.9999925621683843
3767,1.0,1.0,0.9999925209825158
1578,1.0,1.0,0.9999925115253011
5310,1.0,1.0,0.9999924629291614
4183,0.0,1.0,0.9999924585086939
2502,1.0,1.0,0.9999924454963934
5570,1.0,1.0,0.9999924410332962
4610,1.0,1.0,0.99999242463436
1111,1.0,1.0,0.9999924114277376
3650,1.0,1.0,0.9999924094584649
2690,1.0,1.0,0.9999923954108336
2935,1.0,1.0,0.9999923862360001
2881,1.0,1.0,0.9999923657029781
3412,1.0,1.0,0.9999923639618329
2156,1.0,1.0,0.9999923503993055
3116,1.0,1.0,0.999992336057118
4076,1.0,1.0,0.9999923292130763
5036,1.0,1.0,0.9999923234189
3462,1.0,1.0,0.9999922714193555
4422,1.0,1.0,0.999992145723324
4372,1.0,1.0,0.9999921366206039
1603,1.0,1.0,0.9999921358839076
3841,1.0,1.0,0.9999920839041202
5143,0.0,1.0,0.9999920811793291
3895,1.0,1.0,0.9999920658848519
5382,1.0,1.0,0.9999920642421207
5332,1.0,1.0,0.9999919034507645
4801,1.0,1.0,0.999991796215675
4855,1.0,1.0,0.9999917137655182
1124,1.0,1.0,0.9999915093407223
5761,1.0,1.0,0.9999915027280144
935,1.0,1.0,0.9999914582931928
5815,1.0,1.0,0.9999913271702022
5314,1.0,1.0,0.9999907559888914
4354,1.0,1.0,0.9999907314979621
2807,1.0,1.0,0.9999907109087095
3394,1.0,1.0,0.9999907092891045
2434,1.0,1.0,0.999990689088161
5347,1.0,1.0,0.999990294746171
4387,1.0,1.0,0.9999897726438467
390,1.0,1.0,0.9999896455210043
1205,1.0,1.0,0.9999896324918817
2163,1.0,1.0,0.99998930915199
3123,1.0,1.0,0.9999892543960525
3427,1.0,1.0,0.9999892270396672
4083,1.0,1.0,0.9999891646536082
326,1.0,1.0,0.9999891504442958
1784,1.0,1.0,0.9999889997805499
2463,0.0,1.0,0.9999889004884399
2805,1.0,1.0,0.9999888918463196
5043,1.0,1.0,0.9999888491325193
1607,1.0,1.0,0.9999887816602776
3765,1.0,1.0,0.9999886894225796
2467,1.0,1.0,0.9999886565509923
1020,0.0,1.0,0.9999886271698424
264,1.0,1.0,0.9999885993105636
3423,0.0,1.0,0.9999885324990806
1507,1.0,1.0,0.9999885153125714
2640,1.0,1.0,0.9999885105284967
3600,1.0,1.0,0.9999884940634953
4725,1.0,1.0,0.9999884847750014
4560,1.0,1.0,0.999988479091178
5520,1.0,1.0,0.9999884649312438
5844,0.0,1.0,0.999988428227678
5685,1.0,1.0,0.9999882777464711
4383,0.0,1.0,0.9999881566944939
4884,0.0,1.0,0.9999879261025897
5343,0.0,1.0,0.9999877731297677
5818,1.0,1.0,0.9999876705942125
3924,0.0,1.0,0.9999873900141781
4858,1.0,1.0,0.9999871440103879
1160,1.0,1.0,0.9999868488569178
2964,0.0,1.0,0.999986816989177
389,1.0,1.0,0.9999867586830605
3898,1.0,1.0,0.9999865744060429
977,1.0,1.0,0.9999861956534833
2938,1.0,1.0,0.999986042012035
2356,1.0,1.0,0.9999855582095272
3316,1.0,1.0,0.9999854764740667
4276,1.0,1.0,0.9999854013813231
5236,1.0,1.0,0.9999853262038393
707,1.0,1.0,0.9999848525083699
1650,1.0,1.0,0.9999839560678407
1023,1.0,1.0,0.999983727250991
43,1.0,1.0,0.9999835749706989
2695,1.0,1.0,0.999982264682908
637,1.0,1.0,0.9999821401202541
764,0.0,1.0,0.9999821243634456
1659,1.0,1.0,0.9999820699691493
2831,1.0,1.0,0.99998201375955
2352,0.0,1.0,0.999981708863784
1368,0.0,1.0,0.9999814687017231
3312,0.0,1.0,0.9999814394201978
4272,0.0,1.0,0.9999811860342023
5232,0.0,1.0,0.9999809326926432
2899,1.0,1.0,0.9999807422715837
3859,1.0,1.0,0.9999806611637455
3655,1.0,1.0,0.9999806505238301
4819,1.0,1.0,0.9999805885947668
5779,1.0,1.0,0.9999805183047249
3791,1.0,1.0,0.999979719919749
4615,1.0,1.0,0.9999789625102986
841,1.0,1.0,0.9999788250288419
1935,1.0,1.0,0.9999786436696211
2852,1.0,1.0,0.9999783352787857
2643,0.0,1.0,0.9999779187720245
1513,1.0,1.0,0.9999773959460432
5575,1.0,1.0,0.9999772252711602
4751,1.0,1.0,0.9999771128916098
108,1.0,1.0,0.9999760641432954
3812,1.0,1.0,0.9999758872010864
3603,0.0,1.0,0.9999755880516192
997,1.0,1.0,0.9999753995527957
2436,0.0,1.0,0.9999750076212628
681,1.0,1.0,0.9999745321945577
5648,0.0,1.0,0.9999743860632484
5711,1.0,1.0,0.9999741631133614
3396,0.0,1.0,0.9999738160407033
4563,0.0,1.0,0.999973236170049
5828,0.0,1.0,0.9999731843849232
4772,1.0,1.0,0.9999731468173599
4868,0.0,1.0,0.9999727604291944
4356,0.0,1.0,0.999972676881437
2153,1.0,1.0,0.9999726298666756
3908,0.0,1.0,0.9999723366463733
3113,1.0,1.0,0.9999720409475348
2948,0.0,1.0,0.9999719151382672
5316,0.0,1.0,0.9999716136356718
4073,1.0,1.0,0.9999714418503085
4688,0.0,1.0,0.9999712143743533
5523,0.0,1.0,0.9999708581988933
5033,1.0,1.0,0.9999708280994217
777,1.0,1.0,0.9999705542719153
421,1.0,1.0,0.999970154244134
5732,1.0,1.0,0.9999700276857872
2124,1.0,1.0,0.9999695965967343
3728,0.0,1.0,0.9999676651944498
469,0.0,1.0,0.9999672172213105
909,1.0,1.0,0.999967039714562
5323,1.0,1.0,0.9999663020128536
4363,1.0,1.0,0.9999657409207838
3403,1.0,1.0,0.9999651863920896
34,1.0,1.0,0.9999650917151964
1778,1.0,1.0,0.9999650718451975
1517,1.0,1.0,0.9999647039274118
3084,1.0,1.0,0.9999646805825438
2443,1.0,1.0,0.9999646398364834
2768,0.0,1.0,0.999963706084411
40,1.0,1.0,0.9999617862719402
4963,1.0,1.0,0.9999613831827783
4044,1.0,1.0,0.999958936179379
4003,1.0,1.0,0.9999585131679419
1583,1.0,1.0,0.9999583340177983
3043,1.0,1.0,0.9999553541059496
1971,1.0,1.0,0.999954710957115
598,0.0,1.0,0.999952573174582
5004,1.0,1.0,0.9999522440159421
5878,1.0,1.0,0.9999520133778614
4918,1.0,1.0,0.9999519676125188
2083,1.0,1.0,0.9999519406056377
184,1.0,1.0,0.9999518833712423
3958,1.0,1.0,0.9999518730386777
2998,1.0,1.0,0.9999517258861829
1045,1.0,1.0,0.9999509035476479
178,1.0,1.0,0.9999503226293479
577,0.0,1.0,0.9999486819586799
744,1.0,1.0,0.9999485910605967
5223,1.0,1.0,0.9999483096773619
4263,1.0,1.0,0.9999467881362738
1316,1.0,1.0,0.9999455115319724
3303,1.0,1.0,0.9999452037600851
2343,1.0,1.0,0.9999435609945406
5659,0.0,1.0,0.9999434673355448
4699,0.0,1.0,0.9999431698586837
3739,0.0,1.0,0.9999428646915997
2779,0.0,1.0,0.9999425487376725
1311,1.0,1.0,0.9999422325681969
5370,0.0,1.0,0.999941168439842
4410,0.0,1.0,0.9999394870792119
995,0.0,1.0,0.9999385474983457
297,1.0,1.0,0.9999381985988152
3450,0.0,1.0,0.9999377529148001
2490,0.0,1.0,0.9999359579757868
5576,0.0,1.0,0.9999308429261305
2079,1.0,1.0,0.9999277075047046
5566,1.0,1.0,0.9999276027913087
3039,1.0,1.0,0.9999274460247287
3999,1.0,1.0,0.9999272048220798
4959,1.0,1.0,0.9999269837139476
4616,0.0,1.0,0.9999262941937552
5504,1.0,1.0,0.9999252213330999
180,0.0,1.0,0.9999250092231091
4606,1.0,1.0,0.9999221192465989
5517,0.0,1.0,0.9999213028774204
3656,0.0,1.0,0.9999211190787007
74,1.0,1.0,0.9999183357532376
31,1.0,1.0,0.9999178400885806
4544,1.0,1.0,0.9999178220578765
1617,1.0,1.0,0.9999177091232571
3646,1.0,1.0,0.9999162341294946
2696,0.0,1.0,0.9999152949789949
1626,1.0,1.0,0.9999129757415308
2686,1.0,1.0,0.9999098801420374
3584,1.0,1.0,0.9999096693339793
2624,1.0,1.0,0.999900642929954
4557,0.0,1.0,0.9998959511419397
1164,1.0,1.0,0.9998943569832847
1426,0.0,1.0,0.9998928575447427
1718,1.0,1.0,0.9998923146103637
696,1.0,1.0,0.9998866963146343
1050,1.0,1.0,0.9998842386623793
1089,1.0,1.0,0.999880938843408
159,1.0,1.0,0.9998806927218509
1795,1.0,1.0,0.9998795627376668
2608,1.0,1.0,0.9998628809826786
3597,0.0,1.0,0.9998616307877076
3568,1.0,1.0,0.9998601735954373
4528,1.0,1.0,0.9998569587723848
485,1.0,1.0,0.9998562021964881
5488,1.0,1.0,0.9998536820106445
602,1.0,1.0,0.999852825830278
5560,0.0,1.0,0.9998465151564772
4600,0.0,1.0,0.9998449204121187
521,1.0,1.0,0.9998446527630992
3640,0.0,1.0,0.9998433469923471
2680,0.0,1.0,0.9998417961173299
5842,1.0,1.0,0.9998375757404344
5311,1.0,1.0,0.9998347777890723
4882,1.0,1.0,0.9998328860250653
4351,1.0,1.0,0.9998319954759342
743,0.0,1.0,0.9998315436371803
1079,0.0,1.0,0.9998308010661123
4989,1.0,1.0,0.9998298725898945
3391,1.0,1.0,0.9998288819128677
3922,1.0,1.0,0.9998279575113396
4029,1.0,1.0,0.9998256145842611
2431,1.0,1.0,0.9998254709183538
2962,1.0,1.0,0.9998227765706531
3069,1.0,1.0,0.999821144248139
2109,1.0,1.0,0.9998165112783639
2637,0.0,1.0,0.9998147871842036
1359,1.0,1.0,0.999809134837028
5321,1.0,1.0,0.9997910008218378
2928,1.0,1.0,0.9997886987494939
1155,0.0,1.0,0.9997808377392114
703,0.0,1.0,0.9997788693210194
2819,0.0,1.0,0.9997751033562265
2321,1.0,1.0,0.9997703789104423
5638,1.0,1.0,0.9997698218985694
3779,0.0,1.0,0.9997664459452077
3888,1.0,1.0,0.9997646554691431
1333,1.0,1.0,0.9997643842281825
4361,1.0,1.0,0.9997634320308775
4678,1.0,1.0,0.999763134200149
2480,0.0,1.0,0.9997623872924751
4739,0.0,1.0,0.9997574837688962
3281,1.0,1.0,0.9997568087160216
3440,0.0,1.0,0.9997566996233137
3718,1.0,1.0,0.9997561583686336
220,1.0,1.0,0.9997551439670138
4400,0.0,1.0,0.9997510280179505
2758,1.0,1.0,0.9997489793945897
5699,0.0,1.0,0.9997479809948149
5360,0.0,1.0,0.9997453930569588
4241,1.0,1.0,0.9997425904712686
4848,1.0,1.0,0.9997385529207836
3401,1.0,1.0,0.9997318010227917
5201,1.0,1.0,0.9997275980354552
5808,1.0,1.0,0.9997115824715672
1916,1.0,1.0,0.999710296172869
1697,0.0,1.0,0.9997073341197444
752,1.0,1.0,0.999701022263755
5487,1.0,1.0,0.9996987022874592
2441,1.0,1.0,0.9996958423696293
562,1.0,1.0,0.999695734320816
4527,1.0,1.0,0.9996927829221813
3567,1.0,1.0,0.9996868616382207
2607,1.0,1.0,0.9996807940027779
5006,1.0,1.0,0.9996767241457074
1970,1.0,1.0,0.9996691743665282
5475,1.0,1.0,0.999663021796038
4046,1.0,1.0,0.9996605325252472
4515,1.0,1.0,0.9996603335776046
3555,1.0,1.0,0.9996576277095863
2595,1.0,1.0,0.9996551404850395
2625,0.0,1.0,0.9996480225094926
1176,0.0,1.0,0.9996447255929888
3086,1.0,1.0,0.9996440656544692
1381,0.0,1.0,0.9996309855939012
5238,1.0,1.0,0.9996308528288268
2126,1.0,1.0,0.9996270413055452
1986,1.0,1.0,0.9996240202804039
1052,1.0,1.0,0.9996236359274537
2000,1.0,1.0,0.9996122711385165
4278,1.0,1.0,0.9995992417452462
3585,0.0,1.0,0.9995861147152807
3318,1.0,1.0,0.9995643433909703
2358,1.0,1.0,0.9995259067096028
5118,1.0,1.0,0.9995232861293645
5574,1.0,1.0,0.9995220823041784
4545,0.0,1.0,0.9995152532423166
4614,1.0,1.0,0.9995143008163067
3654,1.0,1.0,0.999507170393023
2694,1.0,1.0,0.9995005883757972
659,1.0,1.0,0.9994896223520829
2839,1.0,1.0,0.9994713009900301
149,1.0,1.0,0.9994693635253388
3799,1.0,1.0,0.9994669857416737
1927,1.0,1.0,0.9994637934939903
4759,1.0,1.0,0.9994630655095313
5719,1.0,1.0,0.9994592282656276
1883,1.0,1.0,0.9994483746894676
4158,1.0,1.0,0.9994459008864464
432,0.0,1.0,0.999442470008583
5505,0.0,1.0,0.99943364520945
2572,0.0,1.0,0.9994284128010646
5704,1.0,1.0,0.9994276835824498
1672,0.0,1.0,0.9994213189965807
3532,0.0,1.0,0.9994044033676819
498,0.0,1.0,0.9993963548032041
